RadiomicsFeature,RadiomicsValue
mask_oedema__t1__follow_up_3__original_firstorder_Energy,1599176626.1457496
mask_oedema__t1__follow_up_3__original_firstorder_Entropy,5.446495176518929
mask_oedema__t1__follow_up_3__original_firstorder_InterquartileRange,73.68779905251608
mask_oedema__t1__follow_up_3__original_firstorder_Kurtosis,2.718499857231809
mask_oedema__t1__follow_up_3__original_firstorder_MeanAbsoluteDeviation,44.77118617016408
mask_oedema__t1__follow_up_3__original_firstorder_Mean,904.5459564826912
mask_oedema__t1__follow_up_3__original_firstorder_Median,903.4753307216512
mask_oedema__t1__follow_up_3__original_firstorder_Range,274.6886747324651
mask_oedema__t1__follow_up_3__original_firstorder_RobustMeanAbsoluteDeviation,31.022941197843124
mask_oedema__t1__follow_up_3__original_firstorder_RootMeanSquared,906.2859368630872
mask_oedema__t1__follow_up_3__original_firstorder_Skewness,-0.0173978244393341
mask_oedema__t1__follow_up_3__original_firstorder_TotalEnergy,1599176626.1457496
mask_oedema__t1__follow_up_3__original_firstorder_Uniformity,0.0259715010700882
mask_oedema__t1__follow_up_3__original_firstorder_Variance,3150.8119666170187
mask_oedema__t1__follow_up_3__original_glcm_Autocorrelation,1095.986861413454
mask_oedema__t1__follow_up_3__original_glcm_ClusterProminence,498208.5027980659
mask_oedema__t1__follow_up_3__original_glcm_ClusterShade,135.88528689483456
mask_oedema__t1__follow_up_3__original_glcm_ClusterTendency,417.28410107777705
mask_oedema__t1__follow_up_3__original_glcm_Contrast,43.90599139005469
mask_oedema__t1__follow_up_3__original_glcm_Correlation,0.8078796430922773
mask_oedema__t1__follow_up_3__original_glcm_DifferenceAverage,5.231407288798921
mask_oedema__t1__follow_up_3__original_glcm_DifferenceEntropy,3.783419912039096
mask_oedema__t1__follow_up_3__original_glcm_DifferenceVariance,15.634222348220732
mask_oedema__t1__follow_up_3__original_glcm_Id,0.2701579309921866
mask_oedema__t1__follow_up_3__original_glcm_Idm,0.1769077058901063
mask_oedema__t1__follow_up_3__original_glcm_Idmn,0.9865647641629406
mask_oedema__t1__follow_up_3__original_glcm_Idn,0.918386212722682
mask_oedema__t1__follow_up_3__original_glcm_Imc1,-0.2240291947992586
mask_oedema__t1__follow_up_3__original_glcm_Imc2,0.9514197046740543
mask_oedema__t1__follow_up_3__original_glcm_InverseVariance,0.1769716230082371
mask_oedema__t1__follow_up_3__original_glcm_JointAverage,31.66275993250548
mask_oedema__t1__follow_up_3__original_glcm_JointEnergy,0.0016913256515431
mask_oedema__t1__follow_up_3__original_glcm_JointEntropy,9.588817711874794
mask_oedema__t1__follow_up_3__original_glcm_MCC,0.8202474538724273
mask_oedema__t1__follow_up_3__original_glcm_MaximumProbability,0.0076013597335406
mask_oedema__t1__follow_up_3__original_glcm_SumAverage,63.32551986501093
mask_oedema__t1__follow_up_3__original_glcm_SumEntropy,6.305320273940775
mask_oedema__t1__follow_up_3__original_glcm_SumSquares,115.29752311695796
mask_oedema__t1__follow_up_3__original_glrlm_GrayLevelNonUniformity,47.5994346515281
mask_oedema__t1__follow_up_3__original_glrlm_GrayLevelNonUniformityNormalized,0.0258325211260015
mask_oedema__t1__follow_up_3__original_glrlm_GrayLevelVariance,124.83280797647984
mask_oedema__t1__follow_up_3__original_glrlm_HighGrayLevelRunEmphasis,1170.291962687398
mask_oedema__t1__follow_up_3__original_glrlm_LongRunEmphasis,1.1840026710111942
mask_oedema__t1__follow_up_3__original_glrlm_LongRunHighGrayLevelEmphasis,1409.9445101874371
mask_oedema__t1__follow_up_3__original_glrlm_LongRunLowGrayLevelEmphasis,0.0031841363133665
mask_oedema__t1__follow_up_3__original_glrlm_LowGrayLevelRunEmphasis,0.0027719386024346
mask_oedema__t1__follow_up_3__original_glrlm_RunEntropy,5.726096087516526
mask_oedema__t1__follow_up_3__original_glrlm_RunLengthNonUniformity,1662.3003788818571
mask_oedema__t1__follow_up_3__original_glrlm_RunLengthNonUniformityNormalized,0.9017679904651452
mask_oedema__t1__follow_up_3__original_glrlm_RunPercentage,0.946465963415116
mask_oedema__t1__follow_up_3__original_glrlm_RunVariance,0.067018768619501
mask_oedema__t1__follow_up_3__original_glrlm_ShortRunEmphasis,0.9606092758106424
mask_oedema__t1__follow_up_3__original_glrlm_ShortRunHighGrayLevelEmphasis,1121.8648155005883
mask_oedema__t1__follow_up_3__original_glrlm_ShortRunLowGrayLevelEmphasis,0.0026827872466112
mask_oedema__t1__follow_up_3__original_glszm_GrayLevelNonUniformity,23.337579617834397
mask_oedema__t1__follow_up_3__original_glszm_GrayLevelNonUniformityNormalized,0.0247745006558751
mask_oedema__t1__follow_up_3__original_glszm_GrayLevelVariance,125.87835882456356
mask_oedema__t1__follow_up_3__original_glszm_HighGrayLevelZoneEmphasis,1182.749469214437
mask_oedema__t1__follow_up_3__original_glszm_LargeAreaEmphasis,12.001061571125266
mask_oedema__t1__follow_up_3__original_glszm_LargeAreaHighGrayLevelEmphasis,17067.635881104034
mask_oedema__t1__follow_up_3__original_glszm_LargeAreaLowGrayLevelEmphasis,0.0201179126519194
mask_oedema__t1__follow_up_3__original_glszm_LowGrayLevelZoneEmphasis,0.0031612444862805
mask_oedema__t1__follow_up_3__original_glszm_SizeZoneNonUniformity,397.4416135881104
mask_oedema__t1__follow_up_3__original_glszm_SizeZoneNonUniformityNormalized,0.4219125409640238
mask_oedema__t1__follow_up_3__original_glszm_SmallAreaEmphasis,0.6745974699792281
mask_oedema__t1__follow_up_3__original_glszm_SmallAreaHighGrayLevelEmphasis,813.967718164764
mask_oedema__t1__follow_up_3__original_glszm_SmallAreaLowGrayLevelEmphasis,0.0022151069187756
mask_oedema__t1__follow_up_3__original_glszm_ZoneEntropy,7.035684940800436
mask_oedema__t1__follow_up_3__original_glszm_ZonePercentage,0.4838212634822804
mask_oedema__t1__follow_up_3__original_glszm_ZoneVariance,7.729072849473271
mask_oedema__t1__follow_up_3__original_gldm_DependenceEntropy,7.454990663958064
mask_oedema__t1__follow_up_3__original_gldm_DependenceNonUniformity,482.3980482794042
mask_oedema__t1__follow_up_3__original_gldm_DependenceNonUniformityNormalized,0.2477647911039569
mask_oedema__t1__follow_up_3__original_gldm_DependenceVariance,2.004104664729877
mask_oedema__t1__follow_up_3__original_gldm_GrayLevelNonUniformity,50.56651258346174
mask_oedema__t1__follow_up_3__original_gldm_GrayLevelVariance,125.88802865034882
mask_oedema__t1__follow_up_3__original_gldm_HighGrayLevelEmphasis,1175.1222393425785
mask_oedema__t1__follow_up_3__original_gldm_LargeDependenceEmphasis,7.725218284540318
mask_oedema__t1__follow_up_3__original_gldm_LargeDependenceHighGrayLevelEmphasis,10630.722650231124
mask_oedema__t1__follow_up_3__original_gldm_LargeDependenceLowGrayLevelEmphasis,0.0162149263470923
mask_oedema__t1__follow_up_3__original_gldm_LowGrayLevelEmphasis,0.0027440940609648
mask_oedema__t1__follow_up_3__original_gldm_SmallDependenceEmphasis,0.4096906980275736
mask_oedema__t1__follow_up_3__original_gldm_SmallDependenceHighGrayLevelEmphasis,487.3294793374864
mask_oedema__t1__follow_up_3__original_gldm_SmallDependenceLowGrayLevelEmphasis,0.00128256499868
mask_oedema__t1__follow_up_3__original_ngtdm_Busyness,0.0953222386680642
mask_oedema__t1__follow_up_3__original_ngtdm_Coarseness,0.0069003886390028
mask_oedema__t1__follow_up_3__original_ngtdm_Complexity,3552.0334783713124
mask_oedema__t1__follow_up_3__original_ngtdm_Contrast,0.2576923164973723
mask_oedema__t1__follow_up_3__original_ngtdm_Strength,7.297819167877298
mask_necrosis__fla__Baseline__original_shape_Elongation,0.6390911954127018
mask_necrosis__fla__Baseline__original_shape_Flatness,0.4765471961812727
mask_necrosis__fla__Baseline__original_shape_LeastAxisLength,5.156787667072688
mask_necrosis__fla__Baseline__original_shape_MajorAxisLength,10.82114784935406
mask_necrosis__fla__Baseline__original_shape_Maximum2DDiameterColumn,12.529964086141668
mask_necrosis__fla__Baseline__original_shape_Maximum2DDiameterRow,10.44030650891055
mask_necrosis__fla__Baseline__original_shape_Maximum2DDiameterSlice,7.615773105863909
mask_necrosis__fla__Baseline__original_shape_Maximum3DDiameter,12.569805089976535
mask_necrosis__fla__Baseline__original_shape_MeshVolume,174.0
mask_necrosis__fla__Baseline__original_shape_MinorAxisLength,6.915700314781276
mask_necrosis__fla__Baseline__original_shape_Sphericity,0.6695022709235626
mask_necrosis__fla__Baseline__original_shape_SurfaceArea,225.12906563720705
mask_necrosis__fla__Baseline__original_shape_SurfaceVolumeRatio,1.2938452048115343
mask_necrosis__fla__Baseline__original_shape_VoxelVolume,185.0
mask_necrosis__fla__Baseline__original_firstorder_10Percentile,658.2048397112403
mask_necrosis__fla__Baseline__original_firstorder_90Percentile,933.6357923419616
mask_necrosis__fla__Baseline__original_firstorder_Energy,120604674.27174412
mask_necrosis__fla__Baseline__original_firstorder_Entropy,5.817117259110061
mask_necrosis__fla__Baseline__original_firstorder_InterquartileRange,135.2489001437931
mask_necrosis__fla__Baseline__original_firstorder_Kurtosis,2.4268631886002776
mask_necrosis__fla__Baseline__original_firstorder_MeanAbsoluteDeviation,78.14667657388311
mask_necrosis__fla__Baseline__original_firstorder_Mean,801.5438516582568
mask_necrosis__fla__Baseline__original_firstorder_Median,795.5007934992753
mask_necrosis__fla__Baseline__original_firstorder_Range,422.2970035526398
mask_necrosis__fla__Baseline__original_firstorder_RobustMeanAbsoluteDeviation,54.9168949643576
mask_necrosis__fla__Baseline__original_firstorder_RootMeanSquared,807.413870468946
mask_necrosis__fla__Baseline__original_firstorder_Skewness,0.0882169939189982
mask_necrosis__fla__Baseline__original_firstorder_TotalEnergy,120604674.27174412
mask_necrosis__fla__Baseline__original_firstorder_Uniformity,0.0208911614317019
mask_necrosis__fla__Baseline__original_firstorder_Variance,9444.6120944904
mask_necrosis__fla__Baseline__original_glcm_Autocorrelation,1826.5333553177177
mask_necrosis__fla__Baseline__original_glcm_ClusterProminence,3879983.7283441103
mask_necrosis__fla__Baseline__original_glcm_ClusterShade,6138.549160114466
mask_necrosis__fla__Baseline__original_glcm_ClusterTendency,1268.992771369203
mask_necrosis__fla__Baseline__original_glcm_Contrast,200.64135929693555
mask_necrosis__fla__Baseline__original_glcm_Correlation,0.7292268712551332
mask_necrosis__fla__Baseline__original_glcm_DifferenceAverage,11.362091985210377
mask_necrosis__fla__Baseline__original_glcm_DifferenceEntropy,4.545503107659377
mask_necrosis__fla__Baseline__original_glcm_DifferenceVariance,63.708055006784015
mask_necrosis__fla__Baseline__original_glcm_Id,0.1616715591002487
mask_necrosis__fla__Baseline__original_glcm_Idm,0.0850904052612867
mask_necrosis__fla__Baseline__original_glcm_Idmn,0.9741640091819376
mask_necrosis__fla__Baseline__original_glcm_Idn,0.8885162356402307
mask_necrosis__fla__Baseline__original_glcm_Imc1,-0.6632900888489336
mask_necrosis__fla__Baseline__original_glcm_Imc2,0.9997397931367602
mask_necrosis__fla__Baseline__original_glcm_InverseVariance,0.0871465651407793
mask_necrosis__fla__Baseline__original_glcm_JointAverage,39.48085072973134
mask_necrosis__fla__Baseline__original_glcm_JointEnergy,0.005200621635605
mask_necrosis__fla__Baseline__original_glcm_JointEntropy,7.655075063485101
mask_necrosis__fla__Baseline__original_glcm_MCC,0.9669418128173476
mask_necrosis__fla__Baseline__original_glcm_MaximumProbability,0.0118832063646793
mask_necrosis__fla__Baseline__original_glcm_SumAverage,78.96170145946266
mask_necrosis__fla__Baseline__original_glcm_SumEntropy,6.0720322462805125
mask_necrosis__fla__Baseline__original_glcm_SumSquares,367.4085326665347
mask_necrosis__fla__Baseline__original_glrlm_GrayLevelNonUniformity,3.7792567336933303
mask_necrosis__fla__Baseline__original_glrlm_GrayLevelNonUniformityNormalized,0.020791453253536
mask_necrosis__fla__Baseline__original_glrlm_GrayLevelVariance,377.99533518695296
mask_necrosis__fla__Baseline__original_glrlm_HighGrayLevelRunEmphasis,2129.073263959059
mask_necrosis__fla__Baseline__original_glrlm_LongRunEmphasis,1.0543773673704626
mask_necrosis__fla__Baseline__original_glrlm_LongRunHighGrayLevelEmphasis,2229.2256259660744
mask_necrosis__fla__Baseline__original_glrlm_LongRunLowGrayLevelEmphasis,0.0088715750322792
mask_necrosis__fla__Baseline__original_glrlm_LowGrayLevelRunEmphasis,0.0087654230094412
mask_necrosis__fla__Baseline__original_glrlm_RunEntropy,5.867898439486084
mask_necrosis__fla__Baseline__original_glrlm_RunLengthNonUniformity,175.59087246002088
mask_necrosis__fla__Baseline__original_glrlm_RunLengthNonUniformityNormalized,0.965888265716498
mask_necrosis__fla__Baseline__original_glrlm_RunPercentage,0.9825363825363824
mask_necrosis__fla__Baseline__original_glrlm_RunVariance,0.0183094283953123
mask_necrosis__fla__Baseline__original_glrlm_ShortRunEmphasis,0.9868804919655516
mask_necrosis__fla__Baseline__original_glrlm_ShortRunHighGrayLevelEmphasis,2105.524252279717
mask_necrosis__fla__Baseline__original_glrlm_ShortRunLowGrayLevelEmphasis,0.0087390364175736
mask_necrosis__fla__Baseline__original_glszm_GrayLevelNonUniformity,2.820689655172414
mask_necrosis__fla__Baseline__original_glszm_GrayLevelNonUniformityNormalized,0.0194530321046373
mask_necrosis__fla__Baseline__original_glszm_GrayLevelVariance,391.2858026159335
mask_necrosis__fla__Baseline__original_glszm_HighGrayLevelZoneEmphasis,2211.3379310344826
mask_necrosis__fla__Baseline__original_glszm_LargeAreaEmphasis,1.9793103448275864
mask_necrosis__fla__Baseline__original_glszm_LargeAreaHighGrayLevelEmphasis,3930.0827586206897
mask_necrosis__fla__Baseline__original_glszm_LargeAreaLowGrayLevelEmphasis,0.0124772026399205
mask_necrosis__fla__Baseline__original_glszm_LowGrayLevelZoneEmphasis,0.0104674748471747
mask_necrosis__fla__Baseline__original_glszm_SizeZoneNonUniformity,93.8
mask_necrosis__fla__Baseline__original_glszm_SizeZoneNonUniformityNormalized,0.646896551724138
mask_necrosis__fla__Baseline__original_glszm_SmallAreaEmphasis,0.83227969348659
mask_necrosis__fla__Baseline__original_glszm_SmallAreaHighGrayLevelEmphasis,1901.2039272030647
mask_necrosis__fla__Baseline__original_glszm_SmallAreaLowGrayLevelEmphasis,0.0101170219184025
mask_necrosis__fla__Baseline__original_glszm_ZoneEntropy,6.275367603835103
mask_necrosis__fla__Baseline__original_glszm_ZonePercentage,0.7837837837837838
mask_necrosis__fla__Baseline__original_glszm_ZoneVariance,0.3514863258026159
mask_necrosis__fla__Baseline__original_gldm_DependenceEntropy,6.381823133487102
mask_necrosis__fla__Baseline__original_gldm_DependenceNonUniformity,89.72432432432433
mask_necrosis__fla__Baseline__original_gldm_DependenceNonUniformityNormalized,0.4849963476990504
mask_necrosis__fla__Baseline__original_gldm_DependenceVariance,0.3992403214024836
mask_necrosis__fla__Baseline__original_gldm_GrayLevelNonUniformity,3.864864864864865
mask_necrosis__fla__Baseline__original_gldm_GrayLevelVariance,376.88753834916
mask_necrosis__fla__Baseline__original_gldm_HighGrayLevelEmphasis,2123.675675675676
mask_necrosis__fla__Baseline__original_gldm_LargeDependenceEmphasis,2.5135135135135136
mask_necrosis__fla__Baseline__original_gldm_LargeDependenceHighGrayLevelEmphasis,4870.097297297298
mask_necrosis__fla__Baseline__original_gldm_LargeDependenceLowGrayLevelEmphasis,0.011546329353149
mask_necrosis__fla__Baseline__original_gldm_LowGrayLevelEmphasis,0.0086464557135161
mask_necrosis__fla__Baseline__original_gldm_SmallDependenceEmphasis,0.7028903903903905
mask_necrosis__fla__Baseline__original_gldm_SmallDependenceHighGrayLevelEmphasis,1581.2851726726726
mask_necrosis__fla__Baseline__original_gldm_SmallDependenceLowGrayLevelEmphasis,0.0080355028050813
mask_necrosis__fla__Baseline__original_ngtdm_Busyness,0.007898743536883
mask_necrosis__fla__Baseline__original_ngtdm_Coarseness,0.0510956896522238
mask_necrosis__fla__Baseline__original_ngtdm_Complexity,11600.598308641613
mask_necrosis__fla__Baseline__original_ngtdm_Contrast,0.9042587267541766
mask_necrosis__fla__Baseline__original_ngtdm_Strength,122.04775328688898
mask_all__fla__Baseline__original_shape_Elongation,0.6495439004517064
mask_all__fla__Baseline__original_shape_Flatness,0.4582727210470134
mask_all__fla__Baseline__original_shape_LeastAxisLength,20.862407272662328
mask_all__fla__Baseline__original_shape_MajorAxisLength,45.52399982481632
mask_all__fla__Baseline__original_shape_Maximum2DDiameterColumn,46.09772228646444
mask_all__fla__Baseline__original_shape_Maximum2DDiameterRow,49.03060268852505
mask_all__fla__Baseline__original_shape_Maximum2DDiameterSlice,34.36568055487916
mask_all__fla__Baseline__original_shape_Maximum3DDiameter,49.4064773081425
mask_all__fla__Baseline__original_shape_MeshVolume,14771.041666666666
mask_all__fla__Baseline__original_shape_MinorAxisLength,29.56983641037399
mask_all__fla__Baseline__original_shape_Sphericity,0.6456579297217899
mask_all__fla__Baseline__original_shape_SurfaceArea,4509.091525812496
mask_all__fla__Baseline__original_shape_SurfaceVolumeRatio,0.3052656425706264
mask_all__fla__Baseline__original_shape_VoxelVolume,14815.0
mask_all__fla__Baseline__original_firstorder_10Percentile,764.1357800266741
mask_all__fla__Baseline__original_firstorder_90Percentile,1024.0
mask_all__fla__Baseline__original_firstorder_Energy,12694192744.688356
mask_all__fla__Baseline__original_firstorder_Entropy,4.9261197621647606
mask_all__fla__Baseline__original_firstorder_InterquartileRange,190.59955744641368
mask_all__fla__Baseline__original_firstorder_Kurtosis,5.433570597575312
mask_all__fla__Baseline__original_firstorder_MeanAbsoluteDeviation,95.40765049608336
mask_all__fla__Baseline__original_firstorder_Mean,918.6695138356788
mask_all__fla__Baseline__original_firstorder_Median,948.3878268957956
mask_all__fla__Baseline__original_firstorder_Range,886.9610245331212
mask_all__fla__Baseline__original_firstorder_RobustMeanAbsoluteDeviation,77.22874549576657
mask_all__fla__Baseline__original_firstorder_RootMeanSquared,925.6604667345464
mask_all__fla__Baseline__original_firstorder_Skewness,-1.172440001261308
mask_all__fla__Baseline__original_firstorder_TotalEnergy,12694192744.688356
mask_all__fla__Baseline__original_firstorder_Uniformity,0.1311039324124547
mask_all__fla__Baseline__original_firstorder_Variance,12893.624024135568
mask_all__fla__Baseline__original_glcm_Autocorrelation,25740.792266783657
mask_all__fla__Baseline__original_glcm_ClusterProminence,16551607.248474091
mask_all__fla__Baseline__original_glcm_ClusterShade,-89315.93149616088
mask_all__fla__Baseline__original_glcm_ClusterTendency,1691.466842659749
mask_all__fla__Baseline__original_glcm_Contrast,177.3012614972243
mask_all__fla__Baseline__original_glcm_Correlation,0.8094010329487341
mask_all__fla__Baseline__original_glcm_DifferenceAverage,8.501320560505615
mask_all__fla__Baseline__original_glcm_DifferenceEntropy,4.250104834440013
mask_all__fla__Baseline__original_glcm_DifferenceVariance,101.99347647820902
mask_all__fla__Baseline__original_glcm_Id,0.4194129468324504
mask_all__fla__Baseline__original_glcm_Idm,0.3669899904289401
mask_all__fla__Baseline__original_glcm_Idmn,0.9945602004289784
mask_all__fla__Baseline__original_glcm_Idn,0.9570994863912354
mask_all__fla__Baseline__original_glcm_Imc1,-0.1995652761166583
mask_all__fla__Baseline__original_glcm_Imc2,0.914203785206711
mask_all__fla__Baseline__original_glcm_InverseVariance,0.0635821325117281
mask_all__fla__Baseline__original_glcm_JointAverage,159.25481004031124
mask_all__fla__Baseline__original_glcm_JointEnergy,0.0971286650120864
mask_all__fla__Baseline__original_glcm_JointEntropy,8.519795267726108
mask_all__fla__Baseline__original_glcm_MCC,0.912982407352762
mask_all__fla__Baseline__original_glcm_MaximumProbability,0.3105443347644164
mask_all__fla__Baseline__original_glcm_SumAverage,318.5096200806225
mask_all__fla__Baseline__original_glcm_SumEntropy,5.732003208568374
mask_all__fla__Baseline__original_glcm_SumSquares,467.1920260392433
mask_all__fla__Baseline__original_glrlm_GrayLevelNonUniformity,245.7964612139312
mask_all__fla__Baseline__original_glrlm_GrayLevelNonUniformityNormalized,0.0234184914948336
mask_all__fla__Baseline__original_glrlm_GrayLevelVariance,477.105692827774
mask_all__fla__Baseline__original_glrlm_HighGrayLevelRunEmphasis,22688.851133910557
mask_all__fla__Baseline__original_glrlm_LongRunEmphasis,4.8629104933685765
mask_all__fla__Baseline__original_glrlm_LongRunHighGrayLevelEmphasis,144453.84699555792
mask_all__fla__Baseline__original_glrlm_LongRunLowGrayLevelEmphasis,0.0003014964803012
mask_all__fla__Baseline__original_glrlm_LowGrayLevelRunEmphasis,0.0001778136509854
mask_all__fla__Baseline__original_glrlm_RunEntropy,6.484587989669796
mask_all__fla__Baseline__original_glrlm_RunLengthNonUniformity,8335.08187632016
mask_all__fla__Baseline__original_glrlm_RunLengthNonUniformityNormalized,0.7981608043654188
mask_all__fla__Baseline__original_glrlm_RunPercentage,0.7053609906799243
mask_all__fla__Baseline__original_glrlm_RunVariance,2.847983982573808
mask_all__fla__Baseline__original_glrlm_ShortRunEmphasis,0.9042011199912068
mask_all__fla__Baseline__original_glrlm_ShortRunHighGrayLevelEmphasis,19799.39235548144
mask_all__fla__Baseline__original_glrlm_ShortRunLowGrayLevelEmphasis,0.0001743687462306
mask_all__fla__Baseline__original_glszm_GrayLevelNonUniformity,107.07627959733446
mask_all__fla__Baseline__original_glszm_GrayLevelNonUniformityNormalized,0.0151816644828207
mask_all__fla__Baseline__original_glszm_GrayLevelVariance,450.9464070914415
mask_all__fla__Baseline__original_glszm_HighGrayLevelZoneEmphasis,21546.6039982986
mask_all__fla__Baseline__original_glszm_LargeAreaEmphasis,3882.255352332341
mask_all__fla__Baseline__original_glszm_LargeAreaHighGrayLevelEmphasis,122979965.81667376
mask_all__fla__Baseline__original_glszm_LargeAreaLowGrayLevelEmphasis,0.1227765286376287
mask_all__fla__Baseline__original_glszm_LowGrayLevelZoneEmphasis,0.0002387654771363
mask_all__fla__Baseline__original_glszm_SizeZoneNonUniformity,4398.60527435134
mask_all__fla__Baseline__original_glszm_SizeZoneNonUniformityNormalized,0.6236502586631703
mask_all__fla__Baseline__original_glszm_SmallAreaEmphasis,0.8178370709415393
mask_all__fla__Baseline__original_glszm_SmallAreaHighGrayLevelEmphasis,17540.48822908276
mask_all__fla__Baseline__original_glszm_SmallAreaLowGrayLevelEmphasis,0.0002268585964804
mask_all__fla__Baseline__original_glszm_ZoneEntropy,7.249743352783032
mask_all__fla__Baseline__original_glszm_ZonePercentage,0.4760715491056362
mask_all__fla__Baseline__original_glszm_ZoneVariance,3877.8431487394
mask_all__fla__Baseline__original_gldm_DependenceEntropy,7.143772928583365
mask_all__fla__Baseline__original_gldm_DependenceNonUniformity,2898.1859601754977
mask_all__fla__Baseline__original_gldm_DependenceNonUniformityNormalized,0.1956251069980086
mask_all__fla__Baseline__original_gldm_DependenceVariance,102.01279570775532
mask_all__fla__Baseline__original_gldm_GrayLevelNonUniformity,1942.3047586905163
mask_all__fla__Baseline__original_gldm_GrayLevelVariance,511.4206061688489
mask_all__fla__Baseline__original_gldm_HighGrayLevelEmphasis,25201.85251434357
mask_all__fla__Baseline__original_gldm_LargeDependenceEmphasis,177.01903476206547
mask_all__fla__Baseline__original_gldm_LargeDependenceHighGrayLevelEmphasis,5588675.219912251
mask_all__fla__Baseline__original_gldm_LargeDependenceLowGrayLevelEmphasis,0.0057256588559067
mask_all__fla__Baseline__original_gldm_LowGrayLevelEmphasis,0.000135042358448
mask_all__fla__Baseline__original_gldm_SmallDependenceEmphasis,0.4268271429070198
mask_all__fla__Baseline__original_gldm_SmallDependenceHighGrayLevelEmphasis,9184.258516908683
mask_all__fla__Baseline__original_gldm_SmallDependenceLowGrayLevelEmphasis,0.0001102881084419
mask_all__fla__Baseline__original_ngtdm_Busyness,0.142935246803728
mask_all__fla__Baseline__original_ngtdm_Coarseness,0.0001982806345556
mask_all__fla__Baseline__original_ngtdm_Complexity,74811.46895855774
mask_all__fla__Baseline__original_ngtdm_Contrast,0.2389361507566036
mask_all__fla__Baseline__original_ngtdm_Strength,22.741370275628345
mask_tumor__fla__Baseline__original_shape_Elongation,0.7787758267859902
mask_tumor__fla__Baseline__original_shape_Flatness,0.703604628288376
mask_tumor__fla__Baseline__original_shape_LeastAxisLength,12.9203946866658
mask_tumor__fla__Baseline__original_shape_MajorAxisLength,18.36314624321987
mask_tumor__fla__Baseline__original_shape_Maximum2DDiameterColumn,20.12461179749811
mask_tumor__fla__Baseline__original_shape_Maximum2DDiameterRow,20.808652046684813
mask_tumor__fla__Baseline__original_shape_Maximum2DDiameterSlice,18.35755975068582
mask_tumor__fla__Baseline__original_shape_Maximum3DDiameter,21.02379604162864
mask_tumor__fla__Baseline__original_shape_MeshVolume,1985.4166666666667
mask_tumor__fla__Baseline__original_shape_MinorAxisLength,14.3007743979556
mask_tumor__fla__Baseline__original_shape_Sphericity,0.5894202879609091
mask_tumor__fla__Baseline__original_shape_SurfaceArea,1296.0651103914508
mask_tumor__fla__Baseline__original_shape_SurfaceVolumeRatio,0.6527925005119585
mask_tumor__fla__Baseline__original_shape_VoxelVolume,1997.0
mask_tumor__fla__Baseline__original_firstorder_10Percentile,666.071512681847
mask_tumor__fla__Baseline__original_firstorder_90Percentile,968.4444467557886
mask_tumor__fla__Baseline__original_firstorder_Energy,1346659315.8436046
mask_tumor__fla__Baseline__original_firstorder_Entropy,6.4377296433595
mask_tumor__fla__Baseline__original_firstorder_InterquartileRange,143.3027023373353
mask_tumor__fla__Baseline__original_firstorder_Kurtosis,6.443282938458398
mask_tumor__fla__Baseline__original_firstorder_MeanAbsoluteDeviation,99.047691747768
mask_tumor__fla__Baseline__original_firstorder_Mean,809.3687572283806
mask_tumor__fla__Baseline__original_firstorder_Median,824.4136684061293
mask_tumor__fla__Baseline__original_firstorder_Range,886.9610245331212
mask_tumor__fla__Baseline__original_firstorder_RobustMeanAbsoluteDeviation,60.44898518559277
mask_tumor__fla__Baseline__original_firstorder_RootMeanSquared,821.1827870068373
mask_tumor__fla__Baseline__original_firstorder_Skewness,-1.3910123498239677
mask_tumor__fla__Baseline__original_firstorder_TotalEnergy,1346659315.8436046
mask_tumor__fla__Baseline__original_firstorder_Uniformity,0.0146180713233094
mask_tumor__fla__Baseline__original_firstorder_Variance,19263.38449890334
mask_tumor__fla__Baseline__original_glcm_Autocorrelation,18818.59459150597
mask_tumor__fla__Baseline__original_glcm_ClusterProminence,41133441.92651378
mask_tumor__fla__Baseline__original_glcm_ClusterShade,-174294.13300951396
mask_tumor__fla__Baseline__original_glcm_ClusterTendency,2488.090914090488
mask_tumor__fla__Baseline__original_glcm_Contrast,245.40984048573316
mask_tumor__fla__Baseline__original_glcm_Correlation,0.8189792222469422
mask_tumor__fla__Baseline__original_glcm_DifferenceAverage,11.377855452044884
mask_tumor__fla__Baseline__original_glcm_DifferenceEntropy,4.908615488537029
mask_tumor__fla__Baseline__original_glcm_DifferenceVariance,110.8880951621396
mask_tumor__fla__Baseline__original_glcm_Id,0.1833009106356777
mask_tumor__fla__Baseline__original_glcm_Idm,0.1055981429584624
mask_tumor__fla__Baseline__original_glcm_Idmn,0.992553166064262
mask_tumor__fla__Baseline__original_glcm_Idn,0.9426923686610582
mask_tumor__fla__Baseline__original_glcm_Imc1,-0.3289388171132303
mask_tumor__fla__Baseline__original_glcm_Imc2,0.9922345309878088
mask_tumor__fla__Baseline__original_glcm_InverseVariance,0.0980055769275679
mask_tumor__fla__Baseline__original_glcm_JointAverage,135.12129186447876
mask_tumor__fla__Baseline__original_glcm_JointEnergy,0.0008982374133096
mask_tumor__fla__Baseline__original_glcm_JointEntropy,10.660396784499945
mask_tumor__fla__Baseline__original_glcm_MCC,0.9167614118850343
mask_tumor__fla__Baseline__original_glcm_MaximumProbability,0.0123561659986736
mask_tumor__fla__Baseline__original_glcm_SumAverage,270.24258372895736
mask_tumor__fla__Baseline__original_glcm_SumEntropy,7.270020710995784
